time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-25 00:00:00+00:00,15,7,4,3
2026-01-26 00:00:00+00:00,10,6,1,1
2026-01-27 00:00:00+00:00,10,6,3,2
2026-01-28 00:00:00+00:00,27,15,28,6
2026-01-29 00:00:00+00:00,24,12,9,3
2026-01-30 00:00:00+00:00,21,13,6,3
2026-01-31 00:00:00+00:00,11,7,0,0
2026-02-01 00:00:00+00:00,16,8,0,0
2026-02-02 00:00:00+00:00,30,11,0,0
2026-02-03 00:00:00+00:00,8,4,12,2
2026-02-04 00:00:00+00:00,17,9,5,2
2026-02-05 00:00:00+00:00,13,7,1,1
2026-02-06 00:00:00+00:00,18,11,0,0
2026-02-07 00:00:00+00:00,12,8,4,1
