url_path,views_total,views_unique
/EarthSciML/EarthSciData.jl,11,4
/EarthSciML/EarthSciData.jl/actions,9,1
/EarthSciML/EarthSciData.jl/pulls,7,1
/EarthSciML/EarthSciData.jl/pull/82,4,1
/EarthSciML/EarthSciData.jl/actions/runs/11555108739/job/32159766435,3,1
/EarthSciML/EarthSciData.jl/actions/runs/11555108739/job/32159766949,3,1
/EarthSciML/EarthSciData.jl/actions/runs/11555719599,2,2
/EarthSciML/EarthSciData.jl/blob/main/Project.toml,2,1
/EarthSciML/EarthSciData.jl/commit/61bdb3006ba1f1444bba5839e624f57138089d86,2,1
/EarthSciML/EarthSciData.jl/actions/runs/11543957639,1,1
