time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-22 00:00:00+00:00,2,1,,
2024-10-24 00:00:00+00:00,1,1,,
2024-10-26 00:00:00+00:00,1,1,,
2024-10-27 00:00:00+00:00,3,2,12.0,2.0
2024-10-28 00:00:00+00:00,40,6,50.0,2.0
2024-10-29 00:00:00+00:00,33,5,14.0,1.0
2024-10-30 00:00:00+00:00,15,3,12.0,1.0
2024-10-31 00:00:00+00:00,10,4,9.0,1.0
2024-11-01 00:00:00+00:00,7,2,5.0,2.0
2024-11-02 00:00:00+00:00,21,5,12.0,1.0
2024-11-03 00:00:00+00:00,8,4,1.0,1.0
2024-11-04 00:00:00+00:00,7,4,2.0,1.0
